TID,breadcrumb,category_name,property_type,building_size,land_size,preferred_size,price,location_number,city,zip_code,bedroom_count,bathroom_count,parking_count
1351256,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,65.0,65.0,65.0,65.0,65.0,Rapid Creek,810,65.0,65.0,65.0
1351257,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,211.6,211.6,211.6,211.6,211.6,Bakewell,832,211.6,211.6,211.6
1351258,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,211.6,211.6,211.6,211.6,211.6,Stuart Park,820,211.6,211.6,211.6
1351259,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,207.8,207.8,207.8,207.8,207.8,Wagaman,810,207.8,207.8,207.8
1351260,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,211.6,211.6,211.6,211.6,211.6,Stuart Park,820,211.6,211.6,211.6
1351261,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,211.6,211.6,211.6,211.6,211.6,Bakewell,832,211.6,211.6,211.6
1351262,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,230.42200000000003,230.42200000000003,230.42200000000003,230.42200000000003,230.42200000000003,Farrar,830,230.42200000000003,230.42200000000003,230.42200000000003
1351263,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,213.0,213.0,213.0,213.0,213.0,Humpty Doo,836,213.0,213.0,213.0
1351264,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,245.2,245.2,245.2,245.2,245.2,Bakewell,832,245.2,245.2,245.2
1351265,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,243.0,243.0,243.0,243.0,243.0,Durack,830,243.0,243.0,243.0
1351266,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,245.2,245.2,245.2,245.2,245.2,Darwin City,800,245.2,245.2,245.2
1351253,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,203.8,203.8,203.8,203.8,203.8,Woodroffe,830,203.8,203.8,203.8
1351986,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,180.0,180.0,180.0,180.0,180.0,Lee Point,810,180.0,180.0,180.0
1351299,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,176.6,176.6,176.6,176.6,176.6,Larrakeyah,820,176.6,176.6,176.6
1351301,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,175.6,175.6,175.6,175.6,175.6,Wulagi,812,175.6,175.6,175.6
1351334,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,212.0,212.0,212.0,212.0,212.0,Herbert,836,212.0,212.0,212.0
1351335,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,153.0,153.0,153.0,153.0,153.0,Zuccoli,832,153.0,153.0,153.0
1351336,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,153.0,153.0,153.0,153.0,153.0,Darwin City,800,153.0,153.0,153.0
1351337,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,153.4,153.4,153.4,153.4,153.4,Stuart Park,820,153.4,153.4,153.4
1351338,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,153.4,153.4,153.4,153.4,153.4,Nightcliff,810,153.4,153.4,153.4
1351339,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,69.0,69.0,69.0,69.0,69.0,Darwin City,800,69.0,69.0,69.0
1351340,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,153.4,153.4,153.4,153.4,153.4,Howard Springs,835,153.4,153.4,153.4
1351341,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,194.0,194.0,194.0,194.0,194.0,Moulden,830,194.0,194.0,194.0
1351342,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,189.0,189.0,189.0,189.0,189.0,Gunn,832,189.0,189.0,189.0
1351344,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,212.2,212.2,212.2,212.2,212.2,Durack,830,212.2,212.2,212.2
1351345,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,400.0,400.0,400.0,400.0,400.0,Herbert,836,400.0,400.0,400.0
1351346,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,210.8,210.8,210.8,210.8,210.8,Lyons,810,210.8,210.8,210.8
1351347,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,210.8,210.8,210.8,210.8,210.8,Nightcliff,810,210.8,210.8,210.8
1351348,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,210.8,210.8,210.8,210.8,210.8,Ludmilla,820,210.8,210.8,210.8
1351349,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,210.8,210.8,210.8,210.8,210.8,Leanyer,812,210.8,210.8,210.8
1351350,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,243.0,243.0,243.0,243.0,243.0,Bakewell,832,243.0,243.0,243.0
1351351,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,160.0,160.0,160.0,160.0,160.0,Woodroffe,830,160.0,160.0,160.0
1351352,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,185.4,185.4,185.4,185.4,185.4,Fannie Bay,820,185.4,185.4,185.4
1351353,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,133.0,133.0,133.0,133.0,133.0,Nightcliff,810,133.0,133.0,133.0
1351354,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,62.0,62.0,62.0,62.0,62.0,Darwin City,800,62.0,62.0,62.0
1351355,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,96.2,96.2,96.2,96.2,96.2,Darwin City,800,96.2,96.2,96.2
1351356,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,138.0,138.0,138.0,138.0,138.0,Darwin City,800,138.0,138.0,138.0
1351357,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,96.2,96.2,96.2,96.2,96.2,Alawa,810,96.2,96.2,96.2
1351358,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,81.0,81.0,81.0,81.0,81.0,Fannie Bay,820,81.0,81.0,81.0
1351359,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,96.2,96.2,96.2,96.2,96.2,Zuccoli,832,96.2,96.2,96.2
1351360,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,96.2,96.2,96.2,96.2,96.2,Wagaman,810,96.2,96.2,96.2
1351333,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,153.0,153.0,153.0,153.0,153.0,Coolalinga,839,153.0,153.0,153.0
1351332,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,228.0,228.0,228.0,228.0,228.0,Humpty Doo,836,228.0,228.0,228.0
1351331,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,153.0,153.0,153.0,153.0,153.0,Millner,810,153.0,153.0,153.0
1351330,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,197.8,197.8,197.8,197.8,197.8,Rosebery,832,197.8,197.8,197.8
1351302,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Townhouse,175.6,175.6,175.6,175.6,175.6,Bayview,820,175.6,175.6,175.6
1351303,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,175.6,175.6,175.6,175.6,175.6,Durack,830,175.6,175.6,175.6
1351304,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,651.386,651.386,651.386,651.386,651.386,Zuccoli,832,651.386,651.386,651.386
1351305,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,651.386,651.386,651.386,651.386,651.386,Woodroffe,830,651.386,651.386,651.386
1351306,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,275.0,275.0,275.0,275.0,275.0,Howard Springs,835,275.0,275.0,275.0
1351309,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Residential Land,195.622,195.622,195.622,195.622,195.622,Lee Point,810,195.622,195.622,195.622
1351310,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Duplex/Semi-detached,633.1859999999999,633.1859999999999,633.1859999999999,633.1859999999999,633.1859999999999,Rapid Creek,810,633.1859999999999,633.1859999999999,633.1859999999999
1351311,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,173.0,173.0,173.0,173.0,173.0,Darwin City,800,173.0,173.0,173.0
1351312,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Acreage,663.786,663.786,663.786,663.786,663.786,Humpty Doo,836,663.786,663.786,663.786
1351313,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,663.786,663.786,663.786,663.786,663.786,Alawa,810,663.786,663.786,663.786
1351314,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,655.986,655.986,655.986,655.986,655.986,Larrakeyah,820,655.986,655.986,655.986
1351300,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,176.6,176.6,176.6,176.6,176.6,Woodroffe,830,176.6,176.6,176.6
1351315,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,663.786,663.786,663.786,663.786,663.786,Bellamack,832,663.786,663.786,663.786
1351317,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,663.786,663.786,663.786,663.786,663.786,Bellamack,832,663.786,663.786,663.786
1351318,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,2461.93,2461.93,2461.93,2461.93,2461.93,Woodroffe,830,2461.93,2461.93,2461.93
1351319,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,655.986,655.986,655.986,655.986,655.986,Bakewell,832,655.986,655.986,655.986
1351320,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,655.986,655.986,655.986,655.986,655.986,Leanyer,812,655.986,655.986,655.986
1351321,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,236.0,236.0,236.0,236.0,236.0,Darwin City,800,236.0,236.0,236.0
1351322,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Other,190.0,190.0,190.0,190.0,190.0,Stuart Park,820,190.0,190.0,190.0
1351323,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,204.2,204.2,204.2,204.2,204.2,Bellamack,832,204.2,204.2,204.2
1351324,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,181.0,181.0,181.0,181.0,181.0,Darwin City,800,181.0,181.0,181.0
1351325,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,204.2,204.2,204.2,204.2,204.2,Bellamack,832,204.2,204.2,204.2
1351326,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,202.6,202.6,202.6,202.6,202.6,Virginia,834,202.6,202.6,202.6
1351327,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,187.0,187.0,187.0,187.0,187.0,Durack,830,187.0,187.0,187.0
1351328,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,197.8,197.8,197.8,197.8,197.8,Driver,830,197.8,197.8,197.8
1351329,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",House,197.8,197.8,197.8,197.8,197.8,Johnston,832,197.8,197.8,197.8
1351316,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Apartment,663.786,663.786,663.786,663.786,663.786,Bellamack,832,663.786,663.786,663.786
1351987,Buy>NT>DARWIN,"Real Estate & Property for sale in DARWIN, NT 0801",Unit,120.0,120.0,120.0,120.0,120.0,Stuart Park,820,120.0,120.0,120.0
